Nama,Brand,Tipe_Produk,SKU_Induk,SKU_Varian,Kapasitas,Warna,Varian,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk,Kategori
Xiaomi Redmi Note 14 Pro+ 5G 8/256GB - Black,Xiaomi,Smartphones,8100105240,8100105240,,,,5099000,3699000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_14_pro_5g_blk_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-plus-5g-8-256gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 Pro+ 5G 12/512GB - Black,Xiaomi,Smartphones,8100105237,8100105237,,,,5599000,3999000,29%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_14_pro_5g_blk_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-plus-5g-12-512gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Pad 7 8/256GB - Green,Xiaomi,Tablets,8100027637,8100027637,,,,5499000,5299000,4%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_pad_7_green_01.jpg,https://eraspace.com/erafone/xiaomi-pad-7-8-256gb-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo Y29 8/256GB - White,vivo,Smartphones,8100089501,8100089501,,,,2899000,2899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_y29_white_1_1_1_1.jpg,https://eraspace.com/erafone/vivo-y29-8-256gb-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Pad 7 Pro 12/512GB - Green,Xiaomi,Tablets,8100027639,8100027639,,,,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_pad_7_green_01_1.jpg,https://eraspace.com/erafone/xiaomi-pad-7-pro-12-512gb-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Pad SE 8.7 4/128GB - Graphite Grey,Xiaomi,Tablets,8100122121,8100122121,,,,1799000,1699000,6%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_se_87_graphite_grey_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-se-8-7-4-128gb-graphite-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
iQOO Z10 12/512GB - Silver,iQOO,Smartphones,8100044235,8100044235,,,,5499000,5499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_z10_white_01.jpg,https://eraspace.com/erafone/iqoo-z10-12-512gb-silver,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Matepad Bartok 11.5 6/128GB - Grey,Huawei,Tablets,8100192213,8100192213,,,,4299000,4299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_bartok_11.5_grey_1_1.jpg,https://eraspace.com/erafone/huawei-matepad-bartok-11-5-6-128gb-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Matepad Air 11.5 8/128GB - White,Huawei,Tablets,8100112965,8100112965,,,,7999000,3499000,56%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_air_11_5_white_1.jpg,https://eraspace.com/erafone/huawei-matepad-air-11-5-8-128gb-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 5G 12/512GB - Black,Xiaomi,Smartphones,8100105225,8100105225,,,,3699000,3299000,11%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_5g_black_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-5g-12-512gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 5G 12/512GB - Purple,Xiaomi,Smartphones,8100105226,8100105226,,,,3699000,3299000,11%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_5g_purple_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-5g-12-512gb-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Pad 7 Pro 12/512GB - Blue,Xiaomi,Tablets,8100027641,8100027641,,,,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_pad_7_blue_01_1.jpg,https://eraspace.com/erafone/xiaomi-pad-7-pro-12-512gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno SPARK Go 1 4/128GB - Gold,Tecno,Smartphones,8100027706,8100027706,,,,1199000,1099000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_go_1_gold_01.jpg,https://eraspace.com/erafone/tecno-spark-go-1-4-128gb-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
ADVAN Soulmate X2 8/128GB - White,Advan,Notebook,8100228977,8100228977,,,,3989000,3989000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_soulmate_x2_white_1.webp,https://eraspace.com/erafone/advan-soulmate-x2-8-128gb-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Pad Pro 8/256GB - Ocean Blue,Xiaomi,Tablets,8100007797,8100007797,,,,4299000,2999000,30%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_pro_blue_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-pro-8-256gb-ocean-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Find X8 16/512GB - Shell Pink,OPPO,Smartphones,8100026212,8100026212,,,,15999000,14499000,9%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x8_shell_pink_1_1.jpg,https://eraspace.com/erafone/oppo-find-x8-16-512gb-shell-pink,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C75 8/256GB - Lightning Gold,realme,Smartphones,8100026980,8100026980,,,,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75_gold_1_1.jpg,https://eraspace.com/erafone/realme-c75-8-256gb-lightning-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 12/512GB - Red,vivo,Smartphones,8100136315,8100136315,,,,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_red_1_1.jpg,https://eraspace.com/erafone/vivo-v50-12-512gb-red,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C71 4/128GB - Forest Owl,realme,Smartphones,8100145761,8100145761,,,,1899000,1899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c71_forrest_owl_01.jpg,https://eraspace.com/erafone/realme-c71-4-128gb-forest-owl,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Reno11 Pro 12/512GB 5G - Pearl White,OPPO,Smartphones,8100136260,8100136260,,,,8999000,8999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno11_pro_5g_pearl_white_1.jpg,https://eraspace.com/erafone/oppo-reno-11-pro-12-512gb-5g-pearl-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab A9 Wi-Fi 4/64GB - Graphite,Samsung,Tablets,8100127760,8100127760,,,,2199000,1699000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_a9_wi-fi_graphite_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-a9-wi-fi-4-64gb-graphite,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A58 6/128GB - Glowing Black,OPPO,Smartphones,8100116801,8100116801,,,,2399000,2399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a58_black_4g_1.jpg,https://eraspace.com/erafone/oppo-a58-6-128gb-glowing-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S8 Ultra 5G 12/256GB - Graphite,Samsung,Tablets,8100033073,8100033073,,,,19999000,8999000,55%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/a/tab_s8ultra_5g_256_gray1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s8-ultra-5g-12-256gb-graphite,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A60 8/256GB - Ripple Blue,OPPO,Smartphones,8100147190,8100147190,,,,2699000,2399000,11%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a60_ripple_blue_1_1.jpg,https://eraspace.com/erafone/oppo-a60-8-256-gb-ripple-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
ADVAN Soulmate 14 Celeron 4/128GB - Blue,Advan,Notebook,8100125738,8100125738,,,,2449000,2449000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_soulmate_blue_1.jpg,https://eraspace.com/erafone/advan-soulmate-14-celeron-4-128gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 5G 8/256GB - Purple,Xiaomi,Smartphones,8100105229,8100105229,,,,3199000,2799000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_5g_purple_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-5g-8-256gb-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 Pro 5G 12/512GB - Black,Xiaomi,Smartphones,8100105231,8100105231,,,,4599000,3699000,20%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_pro_5g_blk_1a.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-5g-12-512gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 Pro 5G 12/512GB - Green,Xiaomi,Smartphones,8100105233,8100105233,,,,4599000,3699000,20%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_pro_5g_grn_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-5g-12-512gb-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Pad SE 8.7 4/128GB - Sky Blue,Xiaomi,Tablets,8100122119,8100122119,,,,1799000,1699000,6%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_se_87_sky_blue_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-se-8-7-4-128gb-sky-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 14T 5G 8/128GB - Lightning Purple,realme,Smartphones,8100046153,8100046153,,,,3399000,3399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14t_5g_lightning_purple_1_1.jpg,https://eraspace.com/erafone/realme-14t-5g-8-128gb-lightning-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix Note 50 4G 8/256GB - Gray,Infinix,Smartphones,8100046164,8100046164,,,,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_gray_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme GT 7T 12/256GB - Blue,realme,Smartphones,8100214559,8100214559,,,,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_7t_blue_1.jpg,https://eraspace.com/erafone/realme-gt-7t-12-256gb-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi 14 12/256GB - Black,Xiaomi,Smartphones,8100142907,8100142907,,,,11999000,7799000,35%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_14_black_1.jpg,https://eraspace.com/erafone/xiaomi-14-12-256-gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme Note 50 4/64GB - Sky Blue,realme,Smartphones,8100139919,8100139919,,,,1349000,1349000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_50_sky_blue_1.jpg,https://eraspace.com/erafone/realme-note-50-4-64gb-sky-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 13 8/256GB - Midnight Black,Xiaomi,Smartphones,8100139928,8100139928,,,,2399000,1199000,50%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_midnight_black_1.jpg,https://eraspace.com/erafone/redmi-note-13-8-256-gb-midnight-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 13 8/256GB - Ice Blue,Xiaomi,Smartphones,8100139927,8100139927,,,,2399000,1199000,50%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_ice_blue_1.jpg,https://eraspace.com/erafone/redmi-note-13-8-256-gb-ice-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
Tecno Phantom V Flip 8/256GB -  Mystic Dawn,Tecno,Smartphones,8100127928,8100127928,,,,5499000,4499000,18%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_phantom_v_flip_mystic_dawn_1.jpg,https://eraspace.com/erafone/tecno-phantom-v-flip-8-256gb-mystic-dawn,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Pad 6/128GB - Moonlight Silver,Xiaomi,Tablets,8100077873,8100077873,,,,3499000,1499000,57%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_silver0.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-6-128gb-moonlight-silver,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S8+ 5G 8/256GB - Pink Gold,Samsung,Tablets,8100033070,8100033070,,,,16999000,6999000,59%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/a/tab_s8plus_5g_256_pink1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s8-5g-8-256gb-pink-gold,Semua Device (HP+Tablet+Laptop+Mac) [*]
"Huawei Matepad Papermatte 11.5""S 8/256GB - Violet",Huawei,Tablets,8100149537,8100149537,,,,6999000,5499000,21%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_papermatte_11-5s_violet_1_0.jpg,https://eraspace.com/erafone/huawei-matepad-papermatte-11-5-s-8-256gb-violet,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Pad Pro 8/256GB - Graphite Gray,Xiaomi,Tablets,8100007798,8100007798,,,,4299000,2999000,30%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_pad_pro_graphite_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-pad-pro-8-256gb-graphite-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo X200 12/256GB - Green,vivo,Smartphones,8100107949,8100107949,,,,12999000,12999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_green_1_1.jpg,https://eraspace.com/erafone/vivo-x200-12-256gb-green-real,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 Pro+ 5G 12/512GB - Purple,Xiaomi,Smartphones,8100105238,8100105238,,,,5599000,3999000,29%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_14_pro_5g_prl_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-plus-5g-12-512gb-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 5G 12/512GB - Green,Xiaomi,Smartphones,8100105227,8100105227,,,,3699000,3299000,11%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_5g_green_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-5g-12-512gb-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 8/128GB - Mist Purple,Xiaomi,Smartphones,8100105223,8100105223,,,,2399000,2099000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_mist_purple_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-8-128gb-mist-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 5G 8/256GB - Black,Xiaomi,Smartphones,8100105228,8100105228,,,,3199000,2799000,13%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_5g_black_01.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-5g-8-256gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 Pro 5G 8/256GB - Black,Xiaomi,Smartphones,8100105234,8100105234,,,,3999000,3399000,15%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_pro_5g_blk_1a_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-pro-5g-8-256gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 8/256GB - Midnight Black,Xiaomi,Smartphones,8100105219,8100105219,,,,2599000,2299000,12%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_midnight_black_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-8-256gb-midnight-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A5 Pro 8/128GB - Feather Blue,OPPO,Smartphones,8100027600,8100027600,,,,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_feather_blue_1_1.jpg,https://eraspace.com/erafone/oppo-a5-pro-8-128gb-feather-blue,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A5 Pro 8/256GB - Mocha Brown,OPPO,Smartphones,8100027595,8100027595,,,,3499000,3499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_mocha_brown_1.jpg,https://eraspace.com/erafone/oppo-a5-pro-8-256gb-mocha-brown,Semua Device (HP+Tablet+Laptop+Mac) [*]
HONOR Pad X8A 4/128GB - Space Grey,Honor,Tablets,8100089438,8100089438,,,,2299000,2299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/o/honor_pad_x8a_space_grey_1.jpg,https://eraspace.com/erafone/honor-pad-x8a-4-128gb-space-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
vivo V50 12/256GB - Purple,vivo,Smartphones,8100136314,8100136314,,,,6499000,6499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_purple_1.jpg,https://eraspace.com/erafone/vivo-v50-12-256gb-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
iQOO Neo10 16/512GB - Black,iQOO,Smartphones,8100044234,8100044234,,,,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_neo10_black_01.jpg,https://eraspace.com/erafone/iqoo-neo10-16-512gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
iQOO Neo10 16/512GB - Orange,iQOO,Smartphones,8100044233,8100044233,,,,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/q/iqoo_neo10_orange_01.jpg,https://eraspace.com/erafone/iqoo-neo10-16-512gb-orange,Semua Device (HP+Tablet+Laptop+Mac) [*]
Infinix GT 30 Pro 12/512GB - Grey,Infinix,Smartphones,8100044121,8100044121,,,,4699000,4699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_grey_01_1.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-12-512gb-grey,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C71 6/128GB - White Swan,realme,Smartphones,8100145763,8100145763,,,,2099000,2099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c71_white_swan_01_1.jpg,https://eraspace.com/erafone/realme-c71-6-128gb-white-swan,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Matepad PaperMatte WiFi 11.5 8/256GB - Space Gray,Huawei,Tablets,8100139820,8100139820,,,,6499000,3999000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_pm_115_sg_1.jpg,https://eraspace.com/erafone/huawei-matepad-papermatte-wifi-115-8-256-gb-space-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 13 5G 8/256GB - Graphite Black,Xiaomi,Smartphones,8100139933,8100139933,,,,2799000,1299000,54%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_13_5g_graphite_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-5g-8-256-gb-graphite-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 12 8/128GB - Midnight Black,Xiaomi,Smartphones,8100114582,8100114582,,,,1799000,1099000,39%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_12_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-12-8-128gb-midnight-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
ZTE Blade A72 3/64 - Space Gray,ZTE,Smartphones,8100060792,8100060792,,,,1599000,899000,44%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/z/t/zte_blade_a72_3_64_space_gray_1.jpg,https://eraspace.com/erafone/zte-blade-a72-3-64-space-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A3x 4/128GB - Nebula Red,OPPO,Smartphones,8100019160,8100019160,,,,1799000,1599000,11%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3x_nebula_red1_1.jpg,https://eraspace.com/erafone/oppo-a3x-4-128gb-nebula-red,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy Tab S10 Ultra Wi-Fi 12/256GB - Moonstone Gray,Samsung,Tablets,8100027172,8100027172,,,,20999000,15999000,24%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_tab_s10_ultra_wi-fi_moonstone_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-tab-s10-ultra-wi-fi-12-256gb-moonstone-gray-1,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO Find X8 Pro 16/512GB - Space Black,OPPO,Smartphones,8100019561,8100019561,,,,19999000,18499000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_x8_pro_space_black_01_1.jpg,https://eraspace.com/erafone/oppo-find-x8-pro-16-512gb-space-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Samsung Galaxy A16 8/256GB - Gray,Samsung,Smartphones,8100033650,8100033650,,,,3199000,2499000,22%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a16_lte_gray_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a16-8-256gb-gray,Semua Device (HP+Tablet+Laptop+Mac) [*]
Huawei Pura 70 Ultra 16/512GB - Black,Huawei,Smartphones,8100048375,8100048375,,,,17999000,10999000,39%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_pura_70_ultra_black_1.jpg,https://eraspace.com/erafone/huawei-pura-70-ultra-16-512gb-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 14 8/256GB - Lime Green,Xiaomi,Smartphones,8100105221,8100105221,,,,2599000,2299000,12%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_14_lime_green_01_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-14-8-256gb-lime-green,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme C75x 8/128GB - Coral Pink,realme,Smartphones,8100119692,8100119692,,,,2199000,2199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_coral_pink_1.jpg,https://eraspace.com/erafone/realme-c75x-8-128gb-coral-pink,Semua Device (HP+Tablet+Laptop+Mac) [*]
OPPO A5 Pro 8/256GB 5G - Mocha Brown,OPPO,Smartphones,8100027593,8100027593,,,,4299000,4299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_5g_mocha_brown_1.jpg,https://eraspace.com/erafone/oppo-a5-pro-8-256gb-5g-mocha-brown,Semua Device (HP+Tablet+Laptop+Mac) [*]
realme 14T 5G 8/256GB - Obsidian Black,realme,Smartphones,8100046161,8100046161,,,,3799000,3799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14t_5g_obsidian_black_1.jpg,https://eraspace.com/erafone/realme-14t-5g-8-256gb-obsidian-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi Note 13 Pro 5G 12/512GB - Aurora Purple,Xiaomi,Smartphones,8100002417,8100002417,,,,4599000,1599000,65%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_pro_5g_purple_0_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-pro-5g-12-512gb-aurora-purple,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi 14 12/256GB - White,Xiaomi,Smartphones,8100142908,8100142908,,,,11999000,7799000,35%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_14_white_1.jpg,https://eraspace.com/erafone/xiaomi-14-12-256-gb-white,Semua Device (HP+Tablet+Laptop+Mac) [*]
Xiaomi Redmi 13C 8/256GB - Midnight Black,Xiaomi,Smartphones,8100130648,8100130648,,,,1799000,799000,56%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13c_midnight_black1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-13c-8-256gb-midnight-black,Semua Device (HP+Tablet+Laptop+Mac) [*]
