Nama,Brand,Tipe_Produk,SKU,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk
realme 11 Pro 5G 8/256GB - Sunrise Beige,realme,Smartphones,8100114471,4599000,4599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_11_pro_5g_white_1.jpg,https://eraspace.com/erafone/realme-11-pro-5g-8-256gb-sunrise-beige
OPPO Find N2 Flip 8/256GB - Moonlit Purple,OPPO,Smartphones,8100103218,14999000,14999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_n2_flip_purple_1.jpg,https://eraspace.com/erafone/oppo-find-n2-flip-8-256gb-moonlit-purple
Asus Zenfone 9 16/256GB - Black,ASUS,Smartphones,8100089308,11999000,11999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/z/e/zenfone_9_black1_1_1.jpg,https://eraspace.com/erafone/asus-zenfone-9-16-256gb-black
Infinix Hot 40 Pro 12/256GB - Horizon Gold,Infinix,Smartphones,8100146701,2199000,2199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_horizon_gold_1_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-12-256-gb-horizon-gold
realme 13 4G 8/128GB - Skyline Blue,realme,Smartphones,8100008695,2999000,2999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_4g_skyline_blue_1_2.jpg,https://eraspace.com/erafone/realme-13-4g-8-128-gb-skyline-blue-1
realme Note 60 4/64GB - Voyage Blue,realme,Smartphones,8100020198,1249000,1249000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_voyage_blue_1.jpg,https://eraspace.com/erafone/realme-note-60-4-64-gb-voyage-blue
Samsung Galaxy A06 4/128GB - Black,Samsung,Smartphones,8100028527,1599000,1299000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-4-128-black
Infinix XPAD WIFI 4/256GB - Gold,Infinix,Tablets,8100130893,2099000,2099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_gold_1.jpg,https://eraspace.com/erafone/infinix-xpad-wifi-4-256gb-gold
OPPO A3x 6/128GB - Nebula Red,OPPO,Smartphones,8100019162,1999000,1799000,10%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3x_nebula_red1_1_1.jpg,https://eraspace.com/erafone/oppo-a3x-6-128gb-nebula-red
Tecno Spark 30C 6/128GB - Black,Tecno,Smartphones,8100096882,1449000,1399000,3%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_01.jpg,https://eraspace.com/erafone/tecno-spark-30c-6-128gb-black
Samsung Galaxy A06 5G 6/128GB - Gray,Samsung,Smartphones,8100136430,2099000,1699000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_5g_gray_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-5g-6-128gb-gray
vivo V50 Lite 5G 12/512GB - Black,vivo,Smartphones,8100136460,5599000,5599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_just_black_1_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-5g-12-512gb-black
ADVAN Tab A10 4/64GB - Grey,Advan,Tablets,8100015282,1199000,1199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_tab_a10_grey_1.webp,https://eraspace.com/erafone/advan-tab-a10-4-64gb-grey
Infinix Smart 9 HD,Infinix,Smartphones,INF-S9HD-ER-CON,1149000,1149000,,5,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/m/smartphone-infinix-smart-9-hd-4gb-64gb-black-1.webp,https://eraspace.com/erafone/infinix-smart-9-hd
vivo V30e 5G 8/128GB - Brown,vivo,Smartphones,8100146749,4699000,4699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v30e_5g_giri_merah_1.jpg,https://eraspace.com/erafone/vivo-v30e-5g-8-128gb-brown
Xiaomi Redmi Note 13 Pro 5G 8/256GB - Aurora Purple,Xiaomi,Smartphones,8100139942,3999000,2199000,45%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_13_pro_5g_purple_0.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-pro-5g-8-256gb-aurora-purple
OPPO Reno11 Pro 12/512GB 5G - Rock Grey,OPPO,Smartphones,8100136259,8999000,8999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno11_pro_5g_rock_grey_1.jpg,https://eraspace.com/erafone/oppo-reno-11-pro-12-512gb-5g-rock-grey
Infinix Zero 30 4G 8/256GB - White,Infinix,Smartphones,8100125401,3099000,3099000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_zero_30_4g_8_256gb_white_1.jpg,https://eraspace.com/erafone/infinix-zero-30-4g-8-256gb-white
OPPO A38 4/128GB - Glowing Gold,OPPO,Smartphones,8100120390,1799000,1799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_gold_1.jpg,https://eraspace.com/erafone/oppo-a38-4-128gb-cph2579-glowing-gold
Tecno Camon 20 Pro 5G 8/256GB - Serenity Blue,Tecno,Smartphones,8100116837,3099000,2599000,16%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_camon_20_pro_5g_serenity_blue_1.jpg,https://eraspace.com/erafone/tecno-camon-20-pro-5g-8-256gb-serenity-blue
OPPO Reno10 Pro 5G 12/256GB - Silvery Grey,OPPO,Smartphones,8100114966,7999000,7999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno10_pro_5g_silvery_grey_1.jpg,https://eraspace.com/erafone/oppo-reno10-pro-5g-12-256gb-silvery-grey
OPPO A58 6/128GB - Dazzling Green,OPPO,Smartphones,8100116803,2399000,2399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a58_green_4g_1.jpg,https://eraspace.com/erafone/oppo-a58-6-128gb-dazzling-green
OPPO A78 4G 8/256GB - Mist Black,OPPO,Smartphones,8100114328,3199000,3199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a78_4g_black1.jpg,https://eraspace.com/erafone/oppo-a78-4g-8-256gb-mist-black
Xiaomi Redmi Note 12 Pro 6/128GB - Glacier Blue,Xiaomi,Smartphones,8100103504,3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_pro_glacier_blue_0.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-pro-6-128gb-glacier-blue
Xiaomi Redmi Note 12 6/128GB - Onyx Gray,Xiaomi,Smartphones,8100102634,2299000,1199000,48%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_note_12_black_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-12-6-128gb-onyx-gray
Xiaomi Redmi 12C 4/128GB - Ocean Blue,Xiaomi,Smartphones,8100100014,1299000,899000,31%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_12c_ocean_blue_1_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-12c-4-128gb-ocean-blue
Xiaomi Poco M5S 4/64GB - Blue,Xiaomi,Smartphones,8100098293,1999000,999000,50%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_poco_m5s_blue1.jpg,https://eraspace.com/erafone/xiaomi-poco-m5s-4-64gb-blue
Huawei Matepad SE 10.4 3/32GB Kids Edition - Black,Huawei,Tablets,8100097120,3299000,599000,82%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_se_10.4_kidsed_1.jpg,https://eraspace.com/erafone/huawei-matepad-se-10-4-3-32gb-kids-edition-black
realme 10 8/256GB - Black,realme,Smartphones,8100080701,3399000,3399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_10_black1_1.jpg,https://eraspace.com/erafone/realme-10-8-256gb-black
Tecno Pova 4 8/128GB - Grey,Tecno,Smartphones,8100077895,1999000,1999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_pova_4_grey_1.jpg,https://eraspace.com/erafone/tecno-pova-4-8-128gb-grey
Xiaomi Poco M5 4/64GB - Yellow,Xiaomi,Smartphones,8100077857,1299000,1299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_poco_m5_yellow_1.jpg,https://eraspace.com/erafone/xiaomi-poco-m5-4-64gb-yellow
Xiaomi 12 Lite 8/256GB - Pink,Xiaomi,Smartphones,8100060784,4999000,3999000,20%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_12_lite_8_256gb_pink_7.jpg,https://eraspace.com/erafone/xiaomi-12-lite-8-256gb-pink
Xiaomi Poco F4 8/256GB - Night Black,Xiaomi,Smartphones,8100056746,5699000,2699000,53%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno11_pro_5g_rock_grey_1_new.jpg,https://eraspace.com/erafone/xiaomi-poco-f4-8-256gb-night-black
Huawei MatePad 11 6/256GB - Green,Huawei,Tablets,8100030412,8299000,1999000,76%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_11_green_1.jpg,https://eraspace.com/erafone/huawei-matepad-11-6-256gb-green
Huawei MatePad 10.4 inci 4/64 GB - Midnight Grey,Huawei,Tablets,8100003015,3999000,1299000,68%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/h/thw-matepad-gry1_2_1.jpg,https://eraspace.com/erafone/huawei-matepad-10-4-inci-4-64-gb-midnight-grey
Infinix GT20 Pro 8/256GB - Mecha Silver,Infinix,Smartphones,8100147778,3999000,3999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt20_pro_mecha_silver_1.jpg,https://eraspace.com/erafone/infinix-gt20-pro-8-256gb-mecha-silver
realme C63 6/128GB - Jade Green,realme,Smartphones,8100147684,1899000,1899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c63_jade_green_1.jpg,https://eraspace.com/erafone/realme-c63-6-128gb-jade-green
Xiaomi Redmi 13 8/256GB - Ocean Blue,Xiaomi,Smartphones,8100149552,1799000,1299000,28%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13_blue_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-13-8-256gb-ocean-blue
Xiaomi Redmi 13 8/128GB - Midnight Black,Xiaomi,Smartphones,8100149548,1699000,699000,59%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_13_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-13-8-128gb-midnight-black
OPPO A3 Pro 5G 8/256GB - Starry Black,OPPO,Smartphones,8100150412,3999000,2499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3_pro_5g_hitam_berbintang_1.jpg,https://eraspace.com/erafone/oppo-a3-pro-5g-8-256gb-hitam-berbintang
realme 13 4G 8/128GB - Pioneer Green,realme,Smartphones,8100008696,2999000,2999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_4g_pioneer_green_1_2.jpg,https://eraspace.com/erafone/realme-13-4g-8-128-gb-pioneer-green-1
OPPO Reno12 F 5G 12/512GB - Amber Orange,OPPO,Smartphones,8100025158,5399000,3099000,43%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno12_f_5g_amber_orange_1.jpg,https://eraspace.com/erafone/oppo-reno12-f-5g-12-512gb-amber-orange
Infinix Note 40S 8/256GB - Green,Infinix,Smartphones,8100008089,2899000,2899000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40s_green_1.jpg,https://eraspace.com/erafone/infinix-note-40s-8-256-gb-green
Infinix XPAD 4G 8/256GB - Blue,Infinix,Tablets,8100130895,2499000,2499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_blue_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-blue
vivo V40 5G 12/512GB - Platinum Silver,vivo,Smartphones,8100008432,7999000,7999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_platinum_silver_1_1.jpg,https://eraspace.com/erafone/vivo-v40-5g-12-512-gb-platinum-silver
ZTE Blade A35 4/64GB - Starry Black,ZTE,Smartphones,8100018272,999000,999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/z/t/zte_a35_black_01.jpg,https://eraspace.com/erafone/zte-blade-a35-4-64gb-starry-black
Xiaomi Redmi 14C 6/128GB - Midnight Black,Xiaomi,Smartphones,8100082551,1399000,1099000,21%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_midnight_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-14c-6-128gb-midnight-black
vivo V40 Lite 4G 8/128GB - Silver,vivo,Smartphones,8100119475,3299000,3299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_silver_1_2.jpg,https://eraspace.com/erafone/vivo-v40-lite-4g-8-128gb-silver-1
SHARP AQUOS R9 12/256 GB - Snow White,Sharp,Smartphones,8100020450,9999000,7999000,20%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_r9_snow_white_1.jpg,https://eraspace.com/erafone/sharp-aquos-r9-12-256-gb-snow-white
Infinix Hot 50 Pro 8/256GB - Black,Infinix,Smartphones,8100177497,2199000,2199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_sleek_black_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-black
Infinix XPAD 4G 8/256GB - Gold + Flip Cover,Infinix,Tablets,8100194776,2499000,2499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_4g_gold_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-gold-plus-flip-cover
realme GT 7 12/256GB - Blue,realme,Smartphones,8100214556,8499000,8499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_gt_7_blue_1.jpg,https://eraspace.com/erafone/realme-gt-7-12-256gb-blue
Advan X1,Advan,Smartphones,ADV-X1-ER-CON,1849000,1849000,,6,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_x1_wht_1.webp,https://eraspace.com/erafone/advan-x1
Samsung Galaxy Tab S11 Ultra 5G,Samsung,Tablets,SAM-GTS11U-ER-CON,27999000,25999000,7%,3,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_tab_s11_ultra_5g_gray_1.webp,https://eraspace.com/erafone/samsung-galaxy-tab-s11-ultra-5g
Xiaomi Redmi Note 13 Pro+ 5G 12/512GB - Black,Xiaomi,Smartphones,8100139947,5599000,2499000,55%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_13_pro_plus_5g_black_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-pro-plus-5g-12-512gb-black
Asus ROG Phone 8 12/256GB - Storm Grey,ASUS,Smartphones,8100140335,5999000,5999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_8_storm_grey_1.jpg,https://eraspace.com/erafone/asus-rog-phone-8-12-256gb-storm-grey
Asus ROG Phone 8 Pro 16/512GB - Phantom Black,ASUS,Smartphones,8100140336,14999000,14999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_8_pro_phantom_black_1_1.jpg,https://eraspace.com/erafone/asus-rog-phone-8-pro-16-512gb-phantom-black
realme Note 50 4/128GB - Midnight Black,realme,Smartphones,8100139920,1549000,1549000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_50_midnight_black_1_1.jpg,https://eraspace.com/erafone/realme-note-50-4-128gb-midnight-black
Infinix Hot 40i 8/256 - Horizon Gold,Infinix,Smartphones,8100139971,1699000,1699000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_horizon_gold_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-horizon-gold
Samsung Galaxy A25 5G 8/256GB - Blue,Samsung,Smartphones,8100135290,4099000,3099000,24%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a25_5g_blue_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a25-5g-8-256gb-blue
OPPO Find N3 Flip 12/256GB - Cream Gold,OPPO,Smartphones,8100125493,14499000,10599000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_n3_flip_cream_gold1.jpg,https://eraspace.com/erafone/oppo-find-n3-flip-12-256gb-cream-gold
Sharp AQUOS V7 Plus 4/128GB - Gray,Sharp,Smartphones,8100114565,2499000,2499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/h/sharp_aquos_v7_plus_gray_1_1.jpg,https://eraspace.com/erafone/sharp-aquos-v7-plus-4-128gb-gray
Xiaomi 12T 8/256GB - Black,Xiaomi,Smartphones,8100078023,6599000,4599000,30%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_12t_black1.jpg,https://eraspace.com/erafone/xiaomi-12t-8-256gb-black
Xiaomi Poco M5 4/128GB - Green,Xiaomi,Smartphones,8100077861,1499000,699000,53%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_poco_m5_green_1_1.jpg,https://eraspace.com/erafone/xiaomi-poco-m5-4-128gb-green
OPPO A16 3/32GB - Black,OPPO,Smartphones,8100021805,1799000,1799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/o/hop-a16-bla1.jpg,https://eraspace.com/erafone/oppo-a16-3-32gb-black
OPPO A16 3/32GB - Silver,OPPO,Smartphones,8100021807,1799000,1799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/o/hop-a16-sil1.jpg,https://eraspace.com/erafone/oppo-a16-3-32gb-silver
Huawei MatePad T10s 3/64GB - Deepsea Blue,Huawei,Tablets,8100003546,2599000,599000,77%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_matepad_t10s_deepsea_blue_1_4_1_1.jpg,https://eraspace.com/erafone/huawei-matepad-t10s-3-64gb-deepsea-blue
realme C63 8/128GB - Jade Green,realme,Smartphones,8100147686,1799000,1799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c63_jade_green_1_1.jpg,https://eraspace.com/erafone/realme-c63-8-128gb-jade-green
vivo X Fold3 Pro 16/512GB - Black,vivo,Smartphones,8100147832,26999000,26999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x_fold3_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-x-fold3-pro-16-512gb-black
Asus Zenfone 11 Ultra 12/256GB - Skyline Blue,ASUS,Smartphones,8100146718,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_zenfone_11_ultra_skyline_blue_1.jpg,https://eraspace.com/erafone/asus-zenfone-11-ultra-12-256-gb-skyline-blue
OPPO A3x 4/64GB - Ocean Blue,OPPO,Smartphones,8100019159,1399000,1099000,21%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a3x_ocean_blue1_1.jpg,https://eraspace.com/erafone/oppo-a3x-4-64gb-ocean-blue
vivo V40 Lite 4G 8/256GB - Black,vivo,Smartphones,8100119479,3599000,3599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_black_1_1_2.jpg,https://eraspace.com/erafone/vivo-v40-lite-4g-8-256gb-black-1
Xiaomi Redmi 14C 8/256GB - Midnight Black,Xiaomi,Smartphones,8100082554,1599000,1299000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_midnight_black_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-14c-8-256gb-midnight-black
Xiaomi Redmi 14C 8/256GB - Dreamy Purple,Xiaomi,Smartphones,8100082552,1599000,1299000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_dreamy_purple_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-14c-8-256gb-dreamy-purple
vivo V40 Lite 5G 8/256GB - Black,vivo,Smartphones,8100119490,4299000,4299000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_black_1_1_1_1.jpg,https://eraspace.com/erafone/vivo-v40-lite-5g-8-256gb-black-1
Tecno SPARK Go 1 4/128GB - Startrail Black,Tecno,Smartphones,8100096880,1199000,1099000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_go_1_startrail_black_1.jpg,https://eraspace.com/erafone/tecno-spark-go-1-4-128gb-startrail-black
realme C75 8/128GB - Storm Black,realme,Smartphones,8100026978,2399000,2399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75_black_1_1.jpg,https://eraspace.com/erafone/realme-c75-8-128gb-storm-black
Tecno SPARK Go 1 4/64GB - Gold,Tecno,Smartphones,8100027705,1099000,999000,9%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_go_1_gold_01_1.jpg,https://eraspace.com/erafone/tecno-spark-go-1-4-64gb-gold
Samsung Galaxy A06 5G 6/128GB - Light Green,Samsung,Smartphones,8100136429,2099000,1699000,19%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_5g_light_green_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-5g-6-128gb-light-green
Xiaomi 15 12/512GB - Green,Xiaomi,Smartphones,8100027629,12999000,11499000,12%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_green_01_1.jpg,https://eraspace.com/erafone/xiaomi-15-12-512gb-green
Xiaomi 15 12/256GB - White,Xiaomi,Smartphones,8100027621,11999000,11499000,4%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_01.jpg,https://eraspace.com/erafone/xiaomi-15-12-256gb-white
vivo V50 Lite 4G 8/128GB - Purple,vivo,Smartphones,8100136453,3599000,3599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_4g_so_purple_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-4g-8-128gb-purple
realme 12 Pro+ 5G 12/512GB - Submarine Blue,realme,Smartphones,8100140198,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_12_pro_plus_5g_submarine_blue_1_1.jpg,https://eraspace.com/erafone/realme-12-pro-plus-5g-12-512gb-submarine-blue
Xiaomi Redmi Note 13 5G 8/256GB - Arctic White,Xiaomi,Smartphones,8100139932,2799000,1299000,54%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/redmi_note_13_5g_arctic_white_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-note-13-5g-8-256-gb-arctic-white
realme C67 8/128GB - Sunny Oasis,realme,Smartphones,8100134599,2399000,2399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c67_sunny_oasis_1.jpg,https://eraspace.com/erafone/realme-c67-8-128gb-sunny-oasis
OPPO Find N3 Fold 16/512GB - Black,OPPO,Smartphones,8100127772,19999000,14999000,25%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_find_n3_fold_black_1.jpg,https://eraspace.com/erafone/oppo-find-n3-fold-16-512gb-black
OPPO A18 4/128GB - Glowing Black,OPPO,Smartphones,8100125577,1499000,1499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a18_glowing_black_1.jpg,https://eraspace.com/erafone/oppo-a18-4-128gb-glowing-black
Xiaomi 13T 12/256GB - Black,Xiaomi,Smartphones,8100122710,6499000,3999000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_13t_black_1.jpg,https://eraspace.com/erafone/xiaomi-13t-12-256gb-black
Asus Zenfone 10 8/128GB - Comet White,ASUS,Smartphones,8100117302,7499000,7499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_zenfone_10_-_comet_white_1.jpg,https://eraspace.com/erafone/asus-zenfone-10-8-128gb-comet-white
Infinix Hot 40 Pro 12/256GB - Starlit Black,Infinix,Smartphones,8100146700,2199000,2199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starlit_black_1_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-12-256-gb-starlit-black
realme 13 4G 8/256GB - Pioneer Green,realme,Smartphones,8100008698,3199000,3199000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_4g_pioneer_green_1_1_1.jpg,https://eraspace.com/erafone/realme-13-4g-8-256-gb-pioneer-green-1
Infinix XPAD 4G 8/256GB - Grey,Infinix,Tablets,8100130894,2499000,2499000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_grey_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-grey
vivo V40 5G 12/256GB - Ceramic Peach,vivo,Smartphones,8100021120,6999000,6999000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_ceramic_peach_1.jpg,https://eraspace.com/erafone/vivo-v40-5g-12-256-gb-ceramic-peach
Tecno SPARK Go 1 4/128GB - Glittery White,Tecno,Smartphones,8100096881,1199000,1099000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_go_1_glittery_white_1.jpg,https://eraspace.com/erafone/tecno-spark-go-1-4-128gb-glittery-white
Xiaomi 14T 12/512GB - Gray,Xiaomi,Smartphones,8100153382,6499000,4999000,23%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_14t_gray_1.jpg,https://eraspace.com/erafone/xiaomi-14t-12-512gb-gray
Infinix Smart 9 4/128GB - Sandstone Gold,Infinix,Smartphones,8100023221,1249000,1249000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_sandstone_gold_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-sandstone-gold
Infinix Hot 50 Pro+ 8/256GB - Green,Infinix,Smartphones,8100015363,2599000,2599000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_plus_green_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-green
realme C75 8/256GB - Storm Black,realme,Smartphones,8100026982,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75_black_1.jpg,https://eraspace.com/erafone/realme-c75-8-256gb-storm-black
Infinix Note 50 4G 8/256GB - Black,Infinix,Smartphones,8100046171,2799000,2799000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_black_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-black
