Nama,Brand,Tipe_Produk,SKU_Induk,Link_Gambar,Link_Produk,Varian,Kapasitas,Warna,SKU_Varian,Harga_Normal,Harga_Promo,Stok_Qty,Status_Stok,Image_Count,Image_URLs
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/256 GB,Blue",6/256 GB,Blue,8100274855,3399000,3399000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blu_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blu_2_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"4/128 GB,Violet",4/128 GB,Violet,8100288004,2699000,2699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_vio_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_vio_2_1_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/256 GB,Violet",6/256 GB,Violet,8100274858,3399000,3399000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_vio_1_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_vio_2_1_1.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/128 GB,Silver",6/128 GB,Silver,8100274832,2699000,2699000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_2_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_3_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_4_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_5_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_6_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_7_2.webp"
Infinix Hot 70,Infinix,Smartphones,INF-H70-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70,"6/128 GB,Black",6/128 GB,Black,8100274830,2699000,2699000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_1_2.webp, https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_blk_2_2.webp"
Xiaomi 17T Pro,Xiaomi,Smartphones,XIA-17TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_01.webp,https://eraspace.com/erafone/xiaomi-17t-pro,"12/512 GB,Black",12/512 GB,Black,8100273819,12999000,12999000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_black_01.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_black_10.webp"
Xiaomi 17T Pro,Xiaomi,Smartphones,XIA-17TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_01.webp,https://eraspace.com/erafone/xiaomi-17t-pro,"12/512 GB,Deep Blue",12/512 GB,Deep Blue,8100273820,12999000,12999000,1,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_blue_01.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_blue_02.webp"
Xiaomi 17T Pro,Xiaomi,Smartphones,XIA-17TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_01.webp,https://eraspace.com/erafone/xiaomi-17t-pro,"12/512 GB,Deep Violet",12/512 GB,Deep Violet,8100273821,12999000,12999000,2,Ready,11,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_01.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_02.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_03.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_04.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_05.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_06.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_07.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_08.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_09.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_10.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_17t_pro_deep_violet_11.webp"
realme C100i,realme,Smartphones,REA-C100I-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp,https://eraspace.com/erafone/realme-c100i,"4/256 GB,Dusk Gray",4/256 GB,Dusk Gray,8100268388,2799000,2799000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dusk_gray_01_2_1.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dusk_gray_02_2_1.webp"
realme C100i,realme,Smartphones,REA-C100I-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp,https://eraspace.com/erafone/realme-c100i,"6/128 GB,Dusk Gray",6/128 GB,Dusk Gray,8100268390,2499000,2499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dusk_gray_01_2_1.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dusk_gray_02_2_1.webp"
realme C100i,realme,Smartphones,REA-C100I-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp,https://eraspace.com/erafone/realme-c100i,"4/128 GB,Dusk Gray",4/128 GB,Dusk Gray,8100268386,2499000,2499000,5,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dusk_gray_01_2_1.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dusk_gray_02_2_1.webp"
realme C100i,realme,Smartphones,REA-C100I-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp,https://eraspace.com/erafone/realme-c100i,"4/128 GB,Dawn Purple",4/128 GB,Dawn Purple,8100268385,2499000,2499000,4,Ready,11,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_10_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_02_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_03_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_04_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_05_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_06_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_07_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_08_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_09_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_11_2.webp"
realme C100i,realme,Smartphones,REA-C100I-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp,https://eraspace.com/erafone/realme-c100i,"6/128 GB,Dawn Purple",6/128 GB,Dawn Purple,8100268389,2499000,2499000,0,Habis,11,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_10_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_02_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_03_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_04_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_05_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_06_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_07_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_08_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_09_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_11_2.webp"
realme C100i,realme,Smartphones,REA-C100I-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp,https://eraspace.com/erafone/realme-c100i,"4/256 GB,Dawn Purple",4/256 GB,Dawn Purple,8100268387,2799000,2799000,5,Ready,11,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_10_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_02_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_03_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_04_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_05_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_06_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_07_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_08_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_09_2.webp, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c100i_dawn_purple_11_2.webp"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"256 GB,Silver Shadow ",256 GB,Silver Shadow ,8100105270,13999000,12999000,1,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_silver_shadow_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_7.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"256 GB,Navy",256 GB,Navy,8100105267,13999000,12999000,0,Habis,8,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_2_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_3_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_4_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_5_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_6_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_7_1_1.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"512 GB,Mint",512 GB,Mint,8100105273,15999000,13999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_mint_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_2.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"256 GB,Icyblue",256 GB,Icyblue,8100105268,13999000,12999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_icyblue_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_5.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"512 GB,Icyblue",512 GB,Icyblue,8100105272,15999000,13999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_icyblue_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_5.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"512 GB,Navy",512 GB,Navy,8100105271,15999000,13999000,0,Habis,8,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_2_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_3_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_4_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_5_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_6_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_7_1_1.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"512 GB,Silver Shadow ",512 GB,Silver Shadow ,8100105274,15999000,13999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_silver_shadow_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_7.jpg"
Samsung Galaxy S25,Samsung,Smartphones,SAM-GS25-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_navy_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-s25,"256 GB,Mint",256 GB,Mint,8100105269,13999000,12999000,3,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_s25_mint_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/g/o/google_ai_pro_s25_2.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"8/256 GB,Luminous Green",8/256 GB,Luminous Green,8100146070,5599000,5599000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_green_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_green_2_1_2.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"12/512 GB,Opal Blue",12/512 GB,Opal Blue,8100146076,6999000,6999000,1,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_blue_1_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_blue_2_1_1_1.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"8/256 GB,Glossy Pink",8/256 GB,Glossy Pink,8100146069,5599000,5599000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_2_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_3_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_4_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_5_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_6_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_7_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_8_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_9_2.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"12/256 GB,Opal Blue",12/256 GB,Opal Blue,8100146074,5999000,5999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_blue_1_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_blue_2_1_1_1.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"12/256 GB,Glossy Pink",12/256 GB,Glossy Pink,8100146072,5999000,5999000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_2_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_3_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_4_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_5_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_6_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_7_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_8_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_9_2.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"12/256 GB,Luminous Green",12/256 GB,Luminous Green,8100146073,5999000,5999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_green_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_green_2_1_2.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"8/256 GB,Opal Blue",8/256 GB,Opal Blue,8100146071,5599000,5599000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_blue_1_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_blue_2_1_1_1.jpg"
OPPO Reno14 F,OPPO,Smartphones,OP-R14F-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_pink_1_2.jpg,https://eraspace.com/erafone/oppo-reno14-f,"12/512 GB,Luminous Green",12/512 GB,Luminous Green,8100146075,6999000,6999000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_green_1_1_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_reno14_f_5g_green_2_1_2.jpg"
Xiaomi 15T Pro,Xiaomi,Smartphones,XIA-15TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_01_1_1.webp,https://eraspace.com/erafone/xiaomi-15t-pro,"12/1 TB,Black",12/1 TB,Black,8100225732,11499000,11499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_black_01_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_black_02_1_1.webp"
Xiaomi 15T Pro,Xiaomi,Smartphones,XIA-15TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_01_1_1.webp,https://eraspace.com/erafone/xiaomi-15t-pro,"12/1 TB,Mocha Gold",12/1 TB,Mocha Gold,8100225733,11499000,11499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_mecha_gold_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_mecha_gold_02_2.webp"
Xiaomi 15T Pro,Xiaomi,Smartphones,XIA-15TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_01_1_1.webp,https://eraspace.com/erafone/xiaomi-15t-pro,"12/512 GB,Black",12/512 GB,Black,8100225726,10499000,10499000,2,Ready,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_black_01_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_black_02_1_1.webp"
Xiaomi 15T Pro,Xiaomi,Smartphones,XIA-15TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_01_1_1.webp,https://eraspace.com/erafone/xiaomi-15t-pro,"12/512 GB,Mocha Gold",12/512 GB,Mocha Gold,8100225727,10499000,10499000,0,Habis,2,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_mecha_gold_01_2.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_mecha_gold_02_2.webp"
Xiaomi 15T Pro,Xiaomi,Smartphones,XIA-15TP-ER-CON,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_01_1_1.webp,https://eraspace.com/erafone/xiaomi-15t-pro,"12/1 TB, Gray",12/1 TB, Gray,8100225731,11499000,11499000,0,Habis,11,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_01_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_02_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_03_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_04_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_05_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_06_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_07_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_08_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_09_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_10_1_1.webp, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15t_pro_gray_11_1_1.webp"
